order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,rated_or_not,total_time_taken,more_or_less_60
1478017,148649,Blue Ribbon Sushi,Japanese,16.01,Weekday,4,23,31,Rated,54,Less than 60 mins
1476871,118709,The Meatball Shop,Italian,24.3,Weekday,4,31,29,Rated,60,Less than 60 mins
1477999,208020,Haru Gramercy Park,Japanese,29.83,Weekday,5,20,32,Rated,52,Less than 60 mins
1477425,378482,Chipotle Mexican Grill $1.99 Delivery,Mexican,19.35,Weekend,4,21,18,Rated,39,Less than 60 mins
1477267,133637,RedFarm Broadway,Chinese,24.25,Weekend,5,22,15,Rated,37,Less than 60 mins
1476908,365237,Five Guys Burgers and Fries,American,22.75,Weekend,5,30,20,Rated,50,Less than 60 mins
1476581,322162,The Meatball Shop,Italian,6.74,Weekend,5,29,23,Rated,52,Less than 60 mins
1476930,198802,DuMont Burger,American,29.05,Weekend,5,22,30,Rated,52,Less than 60 mins
1477621,122864,Sarabeth's East,American,13.78,Weekend,4,34,24,Rated,58,Less than 60 mins
1477251,81110,Hill Country Fried Chicken,Southern,16.93,Weekend,5,33,21,Rated,54,Less than 60 mins
1477205,112036,TAO,Japanese,20.23,Weekend,5,22,20,Rated,42,Less than 60 mins
1477760,130507,Jack's Wife Freda,Mediterranean,22.75,Weekend,3,35,29,Rated,64,More than 60 mins
1476562,129486,Mamoun's Falafel,Mediterranean,14.12,Weekend,3,31,15,Rated,46,Less than 60 mins
1477692,313340,Sushi of Gari 46,Japanese,14.6,Weekday,3,24,24,Rated,48,Less than 60 mins
1477889,177250,RedFarm Hudson,Chinese,12.23,Weekday,5,25,33,Rated,58,Less than 60 mins
1477243,176234,Prosperity Dumpling,Chinese,14.02,Weekend,5,20,30,Rated,50,Less than 60 mins
1476820,152786,Cafe Habana,Mexican,31.38,Weekend,4,23,27,Rated,50,Less than 60 mins
1478359,361616,Blue Ribbon Brooklyn,American,24.2,Weekday,3,22,32,Rated,54,Less than 60 mins
1476841,398426,RedFarm Broadway,Chinese,12.46,Weekend,4,24,20,Rated,44,Less than 60 mins
1477125,130820,Nobu Next Door,Japanese,15.86,Weekend,5,29,23,Rated,52,Less than 60 mins
1477475,65009,Blue Ribbon Fried Chicken,American,32.93,Weekend,5,24,23,Rated,47,Less than 60 mins
1476651,58092,Shake Shack,American,8.0,Weekend,5,27,23,Rated,50,Less than 60 mins
1477518,133202,Sushi Samba,Japanese,29.05,Weekend,5,31,16,Rated,47,Less than 60 mins
1477821,277898,Haandi,Indian,5.67,Weekday,4,23,31,Rated,54,Less than 60 mins
1477921,97079,Benihana,Japanese,29.29,Weekend,5,20,18,Rated,38,Less than 60 mins
1477938,150002,The Kati Roll Company,Indian,16.15,Weekend,5,20,29,Rated,49,Less than 60 mins
1477581,231061,Han Dynasty,Chinese,13.34,Weekend,4,34,27,Rated,61,More than 60 mins
1477975,56722,Shake Shack,American,9.75,Weekend,5,33,25,Rated,58,Less than 60 mins
1477601,107909,Cafeteria,American,6.69,Weekday,4,21,32,Rated,53,Less than 60 mins
1477790,133617,Shake Shack,American,4.75,Weekday,4,35,28,Rated,63,More than 60 mins
1477385,67538,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.56,Weekend,5,22,18,Rated,40,Less than 60 mins
1476796,78939,Nobu Next Door,Japanese,16.3,Weekday,3,20,24,Rated,44,Less than 60 mins
1478031,309513,Otto Enoteca Pizzeria,Italian,13.05,Weekday,5,33,27,Rated,60,Less than 60 mins
1477740,129798,TAO,Japanese,25.27,Weekday,4,24,24,Rated,48,Less than 60 mins
1478384,184085,Hill Country Fried Chicken,Southern,14.79,Weekend,5,35,15,Rated,50,Less than 60 mins
1478183,329710,Shake Shack,American,5.72,Weekday,3,31,24,Rated,55,Less than 60 mins
1477569,65009,Chote Nawab,Indian,16.15,Weekend,5,24,30,Rated,54,Less than 60 mins
1478211,154030,RedFarm Hudson,Chinese,33.03,Weekend,4,26,22,Rated,48,Less than 60 mins
1476635,86731,Mission Cantina,Mexican,16.2,Weekend,5,31,18,Rated,49,Less than 60 mins
1476921,121476,Blue Ribbon Fried Chicken,American,12.18,Weekday,3,29,27,Rated,56,Less than 60 mins
1476689,305522,Shake Shack,American,24.2,Weekday,4,29,29,Rated,58,Less than 60 mins
1477767,68976,Sarabeth's East,American,17.03,Weekend,3,26,30,Rated,56,Less than 60 mins
1478169,80460,Rubirosa,Italian,21.83,Weekend,3,30,27,Rated,57,Less than 60 mins
1477240,142356,Blue Ribbon Sushi,Japanese,11.83,Weekend,4,26,21,Rated,47,Less than 60 mins
1476564,83287,Five Guys Burgers and Fries,American,24.3,Weekend,5,30,20,Rated,50,Less than 60 mins
1477824,345899,TAO,Japanese,20.47,Weekend,4,26,30,Rated,56,Less than 60 mins
1477617,38050,Blue Ribbon Sushi,Japanese,12.18,Weekend,5,28,25,Rated,53,Less than 60 mins
1477978,259341,Joe's Shanghai ÂŽ_Ã€ÂŽÃ¼Â£Â¾Ã·Â´,Chinese,15.81,Weekend,5,20,26,Rated,46,Less than 60 mins
1477281,309513,Otto Enoteca Pizzeria,Italian,22.36,Weekend,5,26,27,Rated,53,Less than 60 mins
1478223,234089,Blue Ribbon Sushi,Japanese,8.68,Weekend,5,34,27,Rated,61,More than 60 mins
1476654,63020,The Odeon,American,12.9,Weekday,3,31,28,Rated,59,Less than 60 mins
1477296,222879,Parm,Italian,29.15,Weekday,5,23,27,Rated,50,Less than 60 mins
1478321,275535,Pongsri Thai,Thai,13.05,Weekday,4,31,24,Rated,55,Less than 60 mins
1477942,49793,Yama Japanese Restaurant,Japanese,22.36,Weekend,5,30,16,Rated,46,Less than 60 mins
1476770,65009,Blue Ribbon Fried Chicken,American,7.86,Weekday,4,22,33,Rated,55,Less than 60 mins
1477993,91907,Momoya,Japanese,16.98,Weekday,5,31,32,Rated,63,More than 60 mins
1478072,82041,Osteria Morini,Italian,12.95,Weekend,5,26,28,Rated,54,Less than 60 mins
1476935,59419,Blue Ribbon Fried Chicken,American,11.69,Weekend,5,21,24,Rated,45,Less than 60 mins
1477188,146588,Sushi of Gari,Japanese,12.18,Weekday,5,25,24,Rated,49,Less than 60 mins
1477405,128243,The Meatball Shop,Italian,6.74,Weekend,5,26,30,Rated,56,Less than 60 mins
1478340,230535,Shake Shack,American,10.38,Weekend,3,24,29,Rated,53,Less than 60 mins
1477044,127122,RedFarm Broadway,Chinese,6.79,Weekend,5,33,28,Rated,61,More than 60 mins
1477110,144997,RedFarm Hudson,Chinese,29.05,Weekend,4,22,28,Rated,50,Less than 60 mins
1477117,104336,Nobu Next Door,Japanese,5.77,Weekday,4,29,24,Rated,53,Less than 60 mins
1478402,232582,CafÃŒÂ© China,Chinese,32.93,Weekday,3,26,28,Rated,54,Less than 60 mins
1477431,195927,Boqueria,Spanish,12.13,Weekend,5,30,20,Rated,50,Less than 60 mins
1476835,264707,TAO,Japanese,9.56,Weekend,5,21,17,Rated,38,Less than 60 mins
1477177,42385,Song Thai Restaurant & Bar,Thai,24.2,Weekend,5,21,26,Rated,47,Less than 60 mins
1478269,250494,The Meatball Shop,Italian,11.16,Weekday,5,22,28,Rated,50,Less than 60 mins
1476663,40010,Parm,Italian,19.35,Weekend,4,35,19,Rated,54,Less than 60 mins
1477904,48131,RedFarm Hudson,Chinese,16.1,Weekend,4,23,29,Rated,52,Less than 60 mins
1477750,97806,Shake Shack,American,16.49,Weekend,5,32,22,Rated,54,Less than 60 mins
1476659,52463,RedFarm Broadway,Chinese,31.33,Weekend,3,33,23,Rated,56,Less than 60 mins
1477616,128600,Tamarind TriBeCa,Indian,14.07,Weekend,4,26,21,Rated,47,Less than 60 mins
1477752,298824,Shake Shack,American,16.25,Weekday,3,30,24,Rated,54,Less than 60 mins
1477239,94524,The Meatball Shop,Italian,22.36,Weekend,4,28,18,Rated,46,Less than 60 mins
1476590,342107,The Kati Roll Company,Indian,16.83,Weekend,4,26,20,Rated,46,Less than 60 mins
1478305,62359,Rubirosa,Italian,8.0,Weekday,4,27,29,Rated,56,Less than 60 mins
1477831,60052,RedFarm Broadway,Chinese,16.01,Weekday,4,23,27,Rated,50,Less than 60 mins
1476568,348787,Otto Enoteca Pizzeria,Italian,19.4,Weekday,4,32,28,Rated,60,Less than 60 mins
1478391,184325,Pinto Nouveau Thai Bistro,Thai,19.35,Weekend,4,34,24,Rated,58,Less than 60 mins
1476725,42935,Barbounia,Mediterranean,13.97,Weekend,5,29,25,Rated,54,Less than 60 mins
1476805,93133,Parm,Italian,22.8,Weekday,5,33,33,Rated,66,More than 60 mins
1478093,268958,Barbounia,Mediterranean,20.18,Weekend,5,29,19,Rated,48,Less than 60 mins
1478201,370017,RedFarm Broadway,Chinese,19.59,Weekend,5,24,19,Rated,43,Less than 60 mins
1478032,146586,Dirty Bird to Go,American,19.4,Weekend,4,25,19,Rated,44,Less than 60 mins
1477570,292343,Amy Ruth's,Southern,16.11,Weekend,4,30,26,Rated,56,Less than 60 mins
1476808,84700,Pepe Giallo,Italian,14.6,Weekday,3,32,24,Rated,56,Less than 60 mins
1477366,275689,Han Dynasty,Chinese,14.12,Weekend,4,35,19,Rated,54,Less than 60 mins
1477774,354719,The Meatball Shop,Italian,29.15,Weekend,5,34,20,Rated,54,Less than 60 mins
1478334,352247,Chipotle Mexican Grill $1.99 Delivery,Mexican,25.22,Weekend,4,27,22,Rated,49,Less than 60 mins
1478417,87747,Blue Ribbon Fried Chicken,American,9.02,Weekend,5,31,15,Rated,46,Less than 60 mins
1477764,131645,Yama 49,Japanese,13.0,Weekday,5,24,32,Rated,56,Less than 60 mins
1477835,129518,Blue Ribbon Fried Chicken,American,15.33,Weekday,4,24,29,Rated,53,Less than 60 mins
1476997,103005,Yama Japanese Restaurant,Japanese,14.55,Weekend,5,20,28,Rated,48,Less than 60 mins
1477004,250494,Five Guys Burgers and Fries,American,33.03,Weekend,5,29,15,Rated,44,Less than 60 mins
1477536,105164,Piccolo Angolo,Italian,15.91,Weekend,4,26,26,Rated,52,Less than 60 mins
1478313,160957,Momoya,Japanese,12.18,Weekend,4,27,25,Rated,52,Less than 60 mins
1476657,91192,Hill Country Fried Chicken,Southern,29.35,Weekend,4,26,24,Rated,50,Less than 60 mins
1478089,134294,Shake Shack,American,15.28,Weekday,4,30,29,Rated,59,Less than 60 mins
1478026,365225,Pepe Rosso To Go,Italian,12.23,Weekday,3,24,24,Rated,48,Less than 60 mins
1477768,279895,Shake Shack,American,9.6,Weekday,4,35,28,Rated,63,More than 60 mins
1478378,384391,Shake Shack,American,8.88,Weekend,5,27,23,Rated,50,Less than 60 mins
1477493,328357,Shake Shack,American,15.96,Weekend,3,30,21,Rated,51,Less than 60 mins
1478092,41318,Jack's Wife Freda,Mediterranean,15.47,Weekend,5,33,16,Rated,49,Less than 60 mins
1477150,92832,Five Guys Burgers and Fries,American,12.23,Weekend,5,22,22,Rated,44,Less than 60 mins
1478157,58871,Shake Shack,American,8.05,Weekday,4,25,27,Rated,52,Less than 60 mins
1478343,231042,Momoya,Japanese,8.54,Weekday,4,28,29,Rated,57,Less than 60 mins
1476860,336162,Nobu Next Door,Japanese,29.15,Weekday,5,28,25,Rated,53,Less than 60 mins
1477675,76907,Han Dynasty,Chinese,7.23,Weekend,5,21,18,Rated,39,Less than 60 mins
1476799,389740,L'Express,French,19.69,Weekend,3,26,17,Rated,43,Less than 60 mins
1476598,41168,Parm,Italian,12.13,Weekend,3,34,22,Rated,56,Less than 60 mins
1478173,91005,Han Dynasty,Chinese,24.25,Weekend,5,33,26,Rated,59,Less than 60 mins
1477528,128963,Han Dynasty,Chinese,5.67,Weekday,4,21,31,Rated,52,Less than 60 mins
1478426,124085,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,3,21,24,Rated,45,Less than 60 mins
1478189,105138,Han Dynasty,Chinese,8.97,Weekend,4,33,19,Rated,52,Less than 60 mins
1477532,95164,Amma,Indian,8.88,Weekday,4,27,24,Rated,51,Less than 60 mins
1477324,263426,Blue Ribbon Sushi Izakaya,Japanese,12.13,Weekday,5,30,29,Rated,59,Less than 60 mins
1478290,263199,Sushi of Gari 46,Japanese,31.43,Weekend,4,35,23,Rated,58,Less than 60 mins
1476919,387227,Blue Ribbon Sushi Bar & Grill,Japanese,13.15,Weekend,5,30,30,Rated,60,Less than 60 mins
1477247,385559,Blue Ribbon Fried Chicken,American,14.02,Weekend,5,20,28,Rated,48,Less than 60 mins
1477615,136876,Rubirosa,Italian,14.07,Weekend,5,35,16,Rated,51,Less than 60 mins
1477310,38612,Vanessa's Dumplings,Chinese,6.7,Weekend,5,20,17,Rated,37,Less than 60 mins
1477758,334619,Blue Ribbon Sushi Izakaya,Japanese,14.07,Weekday,4,24,26,Rated,50,Less than 60 mins
1477765,92996,Tamarind TriBeCa,Indian,19.45,Weekend,4,29,19,Rated,48,Less than 60 mins
1476753,195723,Cafe Habana,Mexican,13.97,Weekday,3,34,28,Rated,62,More than 60 mins
1476759,268958,Sushi of Gari 46,Japanese,12.22,Weekend,4,24,20,Rated,44,Less than 60 mins
1477333,111356,Bhatti Indian Grill,Indian,29.25,Weekend,5,21,15,Rated,36,Less than 60 mins
1478227,367591,Taro Sushi,Japanese,16.05,Weekday,5,35,32,Rated,67,More than 60 mins
1476789,103005,Yama Japanese Restaurant,Japanese,17.08,Weekend,5,28,15,Rated,43,Less than 60 mins
1478246,260680,Delicatessen,American,32.98,Weekend,5,34,16,Rated,50,Less than 60 mins
1476931,124838,Hill Country Fried Chicken,Southern,29.15,Weekend,5,33,25,Rated,58,Less than 60 mins
1477029,295111,The Meatball Shop,Italian,13.0,Weekday,5,23,26,Rated,49,Less than 60 mins
1478179,52832,Han Dynasty,Chinese,12.23,Weekend,3,33,27,Rated,60,Less than 60 mins
1477587,92726,Hatsuhana,Japanese,8.97,Weekend,4,25,26,Rated,51,Less than 60 mins
1477887,69348,RedFarm Broadway,Chinese,11.64,Weekend,3,26,21,Rated,47,Less than 60 mins
1478366,270149,Samurai Mama,Japanese,11.64,Weekend,5,21,18,Rated,39,Less than 60 mins
1478279,354016,Waverly Diner,American,19.4,Weekend,5,25,23,Rated,48,Less than 60 mins
1477394,105754,Momoya,Japanese,14.02,Weekday,4,24,30,Rated,54,Less than 60 mins
1476667,157578,P.J. Clarke's,American,6.11,Weekend,4,27,25,Rated,52,Less than 60 mins
1476975,350373,Blue Ribbon Fried Chicken,American,12.23,Weekend,4,21,26,Rated,47,Less than 60 mins
1476579,85633,The Meatball Shop,Italian,24.2,Weekend,5,24,24,Rated,48,Less than 60 mins
1476685,96877,The Meatball Shop,Italian,22.26,Weekday,4,30,26,Rated,56,Less than 60 mins
1477912,261400,The Meatball Shop,Italian,19.45,Weekday,5,31,32,Rated,63,More than 60 mins
1476882,68429,Shake Shack,American,15.76,Weekend,5,24,22,Rated,46,Less than 60 mins
1477314,52832,ilili Restaurant,Middle Eastern,9.46,Weekday,4,25,25,Rated,50,Less than 60 mins
1477712,373633,Yama 49,Japanese,12.61,Weekday,5,23,28,Rated,51,Less than 60 mins
1477057,390490,Blue Ribbon Brooklyn,American,22.85,Weekend,3,23,19,Rated,42,Less than 60 mins
1477926,72639,P.J. Clarke's,American,12.18,Weekend,3,22,28,Rated,50,Less than 60 mins
1478003,129597,Otto Enoteca Pizzeria,Italian,12.13,Weekend,5,33,21,Rated,54,Less than 60 mins
1476947,46859,The Meatball Shop,Italian,8.54,Weekday,5,24,29,Rated,53,Less than 60 mins
1476974,142461,Shake Shack,American,12.13,Weekend,4,32,15,Rated,47,Less than 60 mins
1478005,97991,Blue Ribbon Sushi Bar & Grill,Japanese,19.45,Weekday,5,34,27,Rated,61,More than 60 mins
1476653,113972,RedFarm Hudson,Chinese,12.13,Weekend,3,31,25,Rated,56,Less than 60 mins
1478440,231042,Momoya,Japanese,12.13,Weekend,5,22,21,Rated,43,Less than 60 mins
1477920,83504,Balthazar Boulangerie,French,29.15,Weekday,4,31,28,Rated,59,Less than 60 mins
1477797,194778,Shake Shack,American,16.06,Weekend,5,30,17,Rated,47,Less than 60 mins
1477640,105992,RedFarm Broadway,Chinese,24.3,Weekend,5,27,29,Rated,56,Less than 60 mins
1477091,373486,Chipotle Mexican Grill $1.99 Delivery,Mexican,9.6,Weekend,3,23,26,Rated,49,Less than 60 mins
1478324,250494,Blue Ribbon Fried Chicken,American,29.1,Weekend,4,21,22,Rated,43,Less than 60 mins
1477573,58898,RedFarm Broadway,Chinese,21.39,Weekend,5,23,24,Rated,47,Less than 60 mins
1476856,59674,Woorijip,Korean,8.25,Weekend,3,26,26,Rated,52,Less than 60 mins
1477265,115238,The Smile,American,19.4,Weekday,5,26,27,Rated,53,Less than 60 mins
1477723,368663,Shake Shack,American,12.18,Weekend,4,23,28,Rated,51,Less than 60 mins
1478020,128353,The Meatball Shop,Italian,14.94,Weekend,5,32,25,Rated,57,Less than 60 mins
1477032,60052,Rubirosa,Italian,29.1,Weekend,5,30,28,Rated,58,Less than 60 mins
1478221,47280,Rubirosa,Italian,12.56,Weekend,4,31,17,Rated,48,Less than 60 mins
1477747,183520,Blue Ribbon Sushi,Japanese,9.17,Weekend,3,25,28,Rated,53,Less than 60 mins
1477389,391860,Lucky's Famous Burgers,American,16.2,Weekend,5,32,27,Rated,59,Less than 60 mins
1477983,334373,Five Guys Burgers and Fries,American,14.12,Weekday,5,23,32,Rated,55,Less than 60 mins
1477642,370405,Haveli Indian Restaurant,Indian,5.72,Weekend,3,24,26,Rated,50,Less than 60 mins
1477301,232035,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,22,29,Rated,51,Less than 60 mins
1476979,81166,Dos Caminos,Mexican,6.11,Weekend,5,26,21,Rated,47,Less than 60 mins
1476867,91879,da Umberto,Italian,12.27,Weekday,5,20,30,Rated,50,Less than 60 mins
1477834,22405,The Meatball Shop,Italian,20.18,Weekend,4,32,26,Rated,58,Less than 60 mins
1477577,290693,Shake Shack,American,14.02,Weekend,5,26,21,Rated,47,Less than 60 mins
1477492,64658,Blue Ribbon Sushi Bar & Grill,Japanese,16.2,Weekday,5,27,27,Rated,54,Less than 60 mins
1478075,232359,The Meatball Shop,American,29.25,Weekend,3,21,19,Rated,40,Less than 60 mins
1477677,181782,Parm,Italian,8.78,Weekend,3,23,26,Rated,49,Less than 60 mins
1476589,146588,Sushi of Gari,Japanese,15.96,Weekend,5,23,22,Rated,45,Less than 60 mins
1477828,360844,Tamarind TriBeCa,Indian,8.59,Weekday,5,32,31,Rated,63,More than 60 mins
1477680,353606,P.J. Clarke's,American,15.62,Weekday,5,27,32,Rated,59,Less than 60 mins
1477468,109221,Tortaria,Mexican,13.0,Weekday,5,21,24,Rated,45,Less than 60 mins
1476619,78318,RedFarm Hudson,Chinese,12.23,Weekend,4,24,19,Rated,43,Less than 60 mins
1478081,118776,Blue Ribbon Sushi Bar & Grill,Japanese,5.87,Weekend,4,31,20,Rated,51,Less than 60 mins
1477598,81110,Hill Country Fried Chicken,Southern,24.2,Weekend,4,25,15,Rated,40,Less than 60 mins
1477624,104336,Shake Shack,American,19.45,Weekday,4,28,24,Rated,52,Less than 60 mins
1478152,304708,Parm,Italian,5.92,Weekend,3,21,25,Rated,46,Less than 60 mins
1478396,74925,Cafe Mogador,Middle Eastern,24.2,Weekend,4,32,22,Rated,54,Less than 60 mins
1478372,133202,Sushi Samba,Japanese,6.11,Weekend,5,30,27,Rated,57,Less than 60 mins
1476999,63417,Pepe Rosso To Go,Italian,24.2,Weekend,3,27,19,Rated,46,Less than 60 mins
1476599,47386,Bubby's ,American,22.75,Weekend,5,32,16,Rated,48,Less than 60 mins
1476548,122609,Blue Ribbon Sushi,Japanese,6.84,Weekend,4,20,30,Rated,50,Less than 60 mins
1477099,391746,Blue Ribbon Sushi,Japanese,24.3,Weekend,4,35,18,Rated,53,Less than 60 mins
1477508,62027,Momoya,Japanese,19.35,Weekend,4,27,28,Rated,55,Less than 60 mins
1478067,237616,Shake Shack,American,12.13,Weekday,3,22,27,Rated,49,Less than 60 mins
1476946,103526,Burger Joint,American,9.02,Weekday,5,24,29,Rated,53,Less than 60 mins
1477163,376578,Shake Shack,American,15.76,Weekend,5,32,24,Rated,56,Less than 60 mins
1476732,212469,Blue Ribbon Fried Chicken,American,33.03,Weekend,5,34,24,Rated,58,Less than 60 mins
1477987,104563,Blue Ribbon Sushi,Japanese,24.25,Weekend,4,24,23,Rated,47,Less than 60 mins
1477014,399520,Xe May Sandwich Shop,Vietnamese,7.96,Weekend,5,25,29,Rated,54,Less than 60 mins
1476640,142773,Hibino,Japanese,14.02,Weekend,4,28,15,Rated,43,Less than 60 mins
1478272,318874,The Kati Roll Company,Indian,14.07,Weekend,5,33,17,Rated,50,Less than 60 mins
1477026,355592,CafÃŒÂ© China,Chinese,21.83,Weekend,4,32,15,Rated,47,Less than 60 mins
1476560,149508,Shake Shack,American,22.26,Weekend,4,32,17,Rated,49,Less than 60 mins
1478088,77540,Nobu Next Door,Japanese,9.7,Weekend,5,30,29,Rated,59,Less than 60 mins
1477964,165130,The Meatball Shop,Italian,12.13,Weekday,4,22,32,Rated,54,Less than 60 mins
1477708,141908,Bareburger,American,6.07,Weekend,4,23,15,Rated,38,Less than 60 mins
1476623,277898,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,22,26,Rated,48,Less than 60 mins
1476912,149386,Yama Japanese Restaurant,Japanese,8.78,Weekend,4,22,28,Rated,50,Less than 60 mins
1477196,50123,Cafe Habana,Mexican,4.85,Weekend,5,28,22,Rated,50,Less than 60 mins
1477531,52463,RedFarm Broadway,Chinese,6.06,Weekend,3,32,18,Rated,50,Less than 60 mins
1477844,134340,Mira Sushi,Japanese,13.05,Weekend,4,33,29,Rated,62,More than 60 mins
1476618,351749,Shake Shack,American,12.13,Weekday,5,30,26,Rated,56,Less than 60 mins
1477256,196355,Shake Shack,American,12.18,Weekday,5,23,31,Rated,54,Less than 60 mins
1477791,300549,Shake Shack,American,7.23,Weekend,3,29,18,Rated,47,Less than 60 mins
1477631,115519,The Meatball Shop,Italian,12.23,Weekend,4,31,28,Rated,59,Less than 60 mins
1477566,211697,Shake Shack,American,9.07,Weekday,4,21,32,Rated,53,Less than 60 mins
1478136,61388,Five Guys Burgers and Fries,American,14.12,Weekend,4,27,27,Rated,54,Less than 60 mins
1477690,370096,Melt Shop,American,21.93,Weekend,5,30,18,Rated,48,Less than 60 mins
1477237,59217,Jack's Wife Freda,Mediterranean,16.15,Weekend,4,26,22,Rated,48,Less than 60 mins
1477107,211697,Shake Shack,American,7.08,Weekend,4,25,23,Rated,48,Less than 60 mins
1478108,87188,Momoya,Japanese,32.93,Weekday,3,28,27,Rated,55,Less than 60 mins
1477535,125123,S'MAC,American,15.57,Weekend,5,34,28,Rated,62,More than 60 mins
1477517,77793,The Meatball Shop,Italian,29.15,Weekend,5,23,30,Rated,53,Less than 60 mins
1478029,403019,S'MAC,American,15.47,Weekday,5,31,32,Rated,63,More than 60 mins
1476585,141918,S'MAC,American,12.37,Weekend,4,30,28,Rated,58,Less than 60 mins
1476664,164016,Blue Ribbon Fried Chicken,American,24.3,Weekday,5,20,27,Rated,47,Less than 60 mins
1477271,94152,The Meatball Shop,Italian,17.08,Weekday,5,22,26,Rated,48,Less than 60 mins
1477094,384571,Blue Ribbon Fried Chicken,American,22.31,Weekday,5,28,27,Rated,55,Less than 60 mins
1477722,347263,Dos Caminos,Mexican,12.08,Weekday,5,26,26,Rated,52,Less than 60 mins
1476831,169478,RedFarm Broadway,Chinese,12.61,Weekend,4,32,17,Rated,49,Less than 60 mins
1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,13.1,Weekday,5,24,28,Rated,52,Less than 60 mins
1477323,59181,RedFarm Hudson,Chinese,12.13,Weekend,5,28,29,Rated,57,Less than 60 mins
1477711,67647,J. G. Melon,American,12.66,Weekend,4,23,20,Rated,43,Less than 60 mins
1477278,347263,Hummus Place,Middle Eastern,16.15,Weekend,4,30,28,Rated,58,Less than 60 mins
1477663,93133,Nobu Next Door,Japanese,29.29,Weekday,4,30,24,Rated,54,Less than 60 mins
1477195,64830,Cafeteria,American,20.47,Weekday,3,32,24,Rated,56,Less than 60 mins
1476996,149984,Sushi of Gari 46,Japanese,16.44,Weekend,4,24,27,Rated,51,Less than 60 mins
1477193,304291,P.J. Clarke's,American,5.92,Weekday,3,33,30,Rated,63,More than 60 mins
1477154,143796,S'MAC,American,5.92,Weekday,4,34,30,Rated,64,More than 60 mins
1478355,68103,The Meatball Shop,Italian,21.83,Weekend,4,30,20,Rated,50,Less than 60 mins
1478159,57943,Shake Shack,American,15.76,Weekend,3,35,29,Rated,64,More than 60 mins
1476910,397362,TAO,Japanese,8.1,Weekend,5,32,16,Rated,48,Less than 60 mins
1476660,47280,Blue Ribbon Sushi,Japanese,12.18,Weekend,5,34,29,Rated,63,More than 60 mins
1477558,268365,Cafe Mogador,Middle Eastern,25.17,Weekend,4,23,30,Rated,53,Less than 60 mins
1477233,110138,Saravanaa Bhavan,Indian,9.12,Weekday,5,28,28,Rated,56,Less than 60 mins
1477731,122609,Blue Ribbon Sushi Izakaya,Japanese,24.25,Weekend,5,33,21,Rated,54,Less than 60 mins
1478046,53289,The Loop,Japanese,31.38,Weekend,4,26,24,Rated,50,Less than 60 mins
1478398,137617,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,34,21,Rated,55,Less than 60 mins
1477991,69713,The Meatball Shop,Italian,19.35,Weekend,5,21,23,Rated,44,Less than 60 mins
1477901,353676,indikitch,Indian,9.26,Weekend,5,33,26,Rated,59,Less than 60 mins
